Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-08 00:00:00+05:30,4134.290114442963,4140.869800034202,4067.862504526245,4115.56640625,1541867,0.0,0.0
2024-10-09 00:00:00+05:30,4122.097960032799,4155.964962051848,4109.228688255527,4115.2763671875,1082504,0.0,0.0
2024-10-10 00:00:00+05:30,4115.566271888714,4154.852086865368,4062.6854643067595,4090.552978515625,2378875,0.0,0.0
2024-10-11 00:00:00+05:30,4008.885035554904,4104.632068442549,3979.3241726896263,4014.884521484375,5759183,0.0,0.0
2024-10-14 00:00:00+05:30,4005.9821285977496,4030.5597988531094,3988.758529691794,4002.740478515625,2137590,0.0,0.0
2024-10-15 00:00:00+05:30,3997.3216655911165,4034.9627935360827,3962.4388459373426,3983.532958984375,2759474,0.0,0.0
2024-10-16 00:00:00+05:30,3952.762524283942,3981.7913800314377,3935.538689292942,3962.390380859375,2359151,0.0,0.0
2024-10-17 00:00:00+05:30,3979.6623950956746,3996.2576022228786,3960.455110682206,3975.985595703125,2522659,0.0,0.0
2024-10-18 00:00:00+05:30,3967.2555253987266,4021.7203200989325,3957.555634138583,3999.3134765625,2361000,10.0,0.0
2024-10-21 00:00:00+05:30,4008.577328984528,4015.7068440923113,3947.8559123636996,3957.410400390625,1595450,0.0,0.0
2024-10-22 00:00:00+05:30,3943.976154656565,3967.0619453741715,3886.1163926124573,3894.99169921875,1928049,0.0,0.0
2024-10-23 00:00:00+05:30,3879.568821693881,3990.0988046535886,3875.2521803889317,3944.218505859375,1966476,0.0,0.0
2024-10-24 00:00:00+05:30,3883.83675828238,3956.5859483101467,3883.83675828238,3926.419189453125,2676744,0.0,0.0
2024-10-25 00:00:00+05:30,3935.294790548938,3969.195866237257,3911.6754584473592,3935.77978515625,1759676,0.0,0.0
2024-10-28 00:00:00+05:30,3946.8374171860255,4009.935260557306,3929.4261588093,3968.080322265625,1532534,0.0,0.0
2024-10-29 00:00:00+05:30,3972.93035856872,3980.3506812213877,3938.2532446772457,3952.948486328125,1445885,0.0,0.0
2024-10-30 00:00:00+05:30,3952.7058613595127,3983.7455147493297,3938.20457065421,3962.066162109375,1935002,0.0,0.0
2024-10-31 00:00:00+05:30,3947.8559642581245,3955.9069218182585,3841.1571544133103,3849.353515625,3740372,0.0,0.0
2024-11-01 00:00:00+05:30,3870.1114403526394,3878.938199838426,3856.7255422512235,3864.630859375,154895,0.0,0.0
2024-11-04 00:00:00+05:30,3847.2682360691765,3872.0998176606367,3795.810261315434,3845.1826171875,2269192,0.0,0.0
2024-11-05 00:00:00+05:30,3822.824332131484,3866.3767502220803,3822.824332131484,3852.16650390625,967590,0.0,0.0
2024-11-06 00:00:00+05:30,3883.4489278292485,4025.26106732136,3855.9496387740132,4015.415771484375,3792017,0.0,0.0
2024-11-07 00:00:00+05:30,4044.5639611140837,4079.580190638825,3962.454237216279,4026.327880859375,3724349,0.0,0.0
2024-11-08 00:00:00+05:30,4030.3048349145465,4044.6121745812106,3994.075646185662,4022.544921875,1648039,0.0,0.0
2024-11-11 00:00:00+05:30,4004.30936894503,4107.2248380989095,3994.0756993115056,4072.693603515625,1406487,0.0,0.0
2024-11-12 00:00:00+05:30,4089.474266004752,4091.4142443093083,4039.3744210150876,4071.432373046875,1587640,0.0,0.0
2024-11-13 00:00:00+05:30,4052.711877411148,4070.8020808467895,4007.0736024313096,4025.794677734375,1098813,0.0,0.0
2024-11-14 00:00:00+05:30,4010.904996559218,4035.154724470701,3992.9118878998975,4021.477783203125,1825432,0.0,0.0
2024-11-18 00:00:00+05:30,4086.564491876516,4086.564491876516,3870.4508511622103,3898.87158203125,3313944,0.0,0.0
2024-11-19 00:00:00+05:30,3899.2593948174936,4008.1406798497587,3893.6336470463475,3918.31982421875,1776233,0.0,0.0
2024-11-21 00:00:00+05:30,3923.5089754295373,3969.632006373062,3903.2362971405664,3950.620361328125,2384347,0.0,0.0
2024-11-22 00:00:00+05:30,3948.826086476372,4127.255791674707,3932.3362698538967,4117.21630859375,3096553,0.0,0.0
2024-11-25 00:00:00+05:30,4151.553869524998,4198.210445821571,4124.588358608542,4185.6005859375,4052167,0.0,0.0
2024-11-26 00:00:00+05:30,4191.371243191725,4235.554531211471,4180.653053005666,4222.07177734375,2060669,0.0,0.0
2024-11-27 00:00:00+05:30,4228.133968787815,4246.029982625482,4194.280971962064,4202.52587890625,1558993,0.0,0.0
2024-11-28 00:00:00+05:30,4189.3831264655255,4209.704588548958,4105.964059812125,4117.5068359375,2558544,0.0,0.0
2024-11-29 00:00:00+05:30,4093.353697582666,4169.692023526481,4069.734370028706,4142.677734375,2017425,0.0,0.0
2024-12-02 00:00:00+05:30,4141.853865792613,4159.507858606023,4103.102607971946,4148.30419921875,1670944,0.0,0.0
2024-12-03 00:00:00+05:30,4184.872573768924,4195.2028629719,4137.440201442555,4173.62060546875,2010905,0.0,0.0
2024-12-04 00:00:00+05:30,4184.09655121775,4255.294134456121,4160.331816800302,4223.720703125,3302642,0.0,0.0
2024-12-05 00:00:00+05:30,4268.728261518066,4354.28149800041,4229.152891798126,4330.080078125,3746747,0.0,0.0
2024-12-06 00:00:00+05:30,4319.361832936747,4331.001703135545,4280.319768311618,4312.0869140625,1842087,0.0,0.0
2024-12-09 00:00:00+05:30,4297.48862894812,4335.269422250966,4283.035411677881,4318.537109375,2066639,0.0,0.0
2024-12-10 00:00:00+05:30,4293.3175545403665,4358.937228456419,4279.689395884744,4299.525390625,2087828,0.0,0.0
2024-12-11 00:00:00+05:30,4298.846959544141,4315.142589520432,4274.742631915723,4294.5791015625,1635256,0.0,0.0
2024-12-12 00:00:00+05:30,4297.1003088699645,4350.4014029118325,4293.172042204632,4321.25341796875,1914642,0.0,0.0
2024-12-13 00:00:00+05:30,4301.853484877481,4360.004049089532,4262.520141449004,4339.63427734375,1967048,0.0,0.0
2024-12-16 00:00:00+05:30,4325.181624426447,4340.701450842869,4265.042297062814,4282.6962890625,1646224,0.0,0.0
2024-12-17 00:00:00+05:30,4277.652262303988,4299.913703324132,4188.413258192431,4198.59814453125,3225027,0.0,0.0
2024-12-18 00:00:00+05:30,4182.302176390706,4231.092438488536,4160.865322634811,4217.3671875,1575404,0.0,0.0
2024-12-19 00:00:00+05:30,4153.493763009566,4233.032877574438,4134.093978969353,4143.69677734375,3015763,0.0,0.0
2024-12-20 00:00:00+05:30,4199.082973276192,4250.492397527437,4027.8798906281795,4045.1455078125,4116989,0.0,0.0
2024-12-23 00:00:00+05:30,4074.002661466156,4090.4441666926955,3991.40818166145,4033.505615234375,2195338,0.0,0.0
2024-12-24 00:00:00+05:30,4033.5058639163335,4091.4144080762503,4033.5058639163335,4054.06982421875,1181886,0.0,0.0
2024-12-26 00:00:00+05:30,4054.0697262118515,4073.9061941413947,4018.810525242107,4043.98193359375,1208464,0.0,0.0
2024-12-27 00:00:00+05:30,4038.0650443929867,4055.476540004669,4022.7877144748536,4039.859619140625,858100,0.0,0.0
2024-12-30 00:00:00+05:30,4026.4247529887093,4073.275037054783,3988.5951780991504,4033.990478515625,1527169,0.0,0.0
2024-12-31 00:00:00+05:30,4010.905137583686,4015.706773329986,3911.0448018958355,3971.91162109375,1555429,0.0,0.0
2025-01-01 00:00:00+05:30,3971.523637538538,4009.9353041177123,3962.8422816666875,3989.0322265625,763161,0.0,0.0
2025-01-02 00:00:00+05:30,3996.3552346509605,4057.464550132274,3973.9971745488797,4050.43212890625,1720835,0.0,0.0
2025-01-03 00:00:00+05:30,4054.5063136239582,4054.5063136239582,3969.486623028244,3976.8583984375,1791953,0.0,0.0
2025-01-06 00:00:00+05:30,3982.290599333934,4025.1155271295806,3944.363927471914,3972.105712890625,2085593,0.0,0.0
2025-01-07 00:00:00+05:30,3991.456926051554,4016.0945550188458,3891.159908772962,3907.4072265625,2669054,0.0,0.0
2025-01-08 00:00:00+05:30,3913.8090699907457,4002.175175002909,3897.1738510344007,3985.103271484375,2181277,0.0,0.0
